class,uniprot_id,name
positive,A0A1C6ECZ4,A0A1C6ECZ4_9FIRM Thermostable beta-glucosidase B OS=uncultured Flavonifractor sp OX=1193534 GN=bglB_8 PE=3 SV=1
negative,A0A8H5IXA5,A0A8H5IXA5_9HYPO Probable beta-glucosidase G OS=Fusarium napiforme OX=42672 GN=FNAPI_9378 PE=3 SV=1
positive,A0A1C6DL13,A0A1C6DL13_9FIRM Thermostable beta-glucosidase B OS=uncultured Flavonifractor sp OX=1193534 GN=bglB_7 PE=3 SV=1
negative,A0A3E3J5Q8,A0A3E3J5Q8_9FIRM beta-glucosidase OS=Eisenbergiella massiliensis OX=1720294 GN=bglX PE=3 SV=1
positive,A0A1E3AY46,A0A1E3AY46_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_2 PE=3 SV=1
negative,A0A9P8CMT9,A0A9P8CMT9_9HYPO beta-glucosidase OS=Emericellopsis atlantica OX=2614577 GN=F5Z01DRAFT_660737 PE=3 SV=1
positive,A0A1H1GNF5,A0A1H1GNF5_9ACTN Beta-glucosidase OS=Thermostaphylospora chromogena OX=35622 GN=SAMN04489764_3690 PE=3 SV=1
negative,A0A0N9V1P3,A0A0N9V1P3_SPHMC beta-glucosidase OS=Sphingopyxis macrogoltabida OX=33050 GN=AN936_14710 PE=3 SV=1
positive,A0A0F0LZE4,A0A0F0LZE4_9MICO Thermostable beta-glucosidase B OS=Microbacterium azadirachtae OX=582680 GN=bglB_1 PE=3 SV=1
negative,A0A010RCM0,A0A010RCM0_9PEZI Probable beta-glucosidase G OS=Colletotrichum fioriniae PJ7 OX=1445577 GN=CFIO01_00082 PE=3 SV=1
positive,A0A1J5P3E7,A0A1J5P3E7_9ZZZZ Thermostable beta-glucosidase B OS=mine drainage metagenome OX=410659 GN=bglB_5 PE=3 SV=1
negative,A0A420F8U3,A0A420F8U3_9ACTN Beta-glucosidase OS=Micromonospora globbae OX=1894969 GN=D7I43_02050 PE=3 SV=1
positive,A0A3B9QP54,A0A3B9QP54_9BACT Beta-glucosidase OS=Candidatus Acetothermia bacterium OX=2053493 GN=DCL37_03845 PE=3 SV=1
negative,A0A097R457,A0A097R457_HAFAL beta-glucosidase OS=Hafnia alvei FB1 OX=1453496 GN=AT03_14635 PE=3 SV=1
positive,A0A5P9PWR3,A0A5P9PWR3_9PSEU Thermostable beta-glucosidase B OS=Amycolatopsis sp. YIM 10 OX=2653857 GN=bglB6 PE=4 SV=1
negative,A0A8G1VXD8,A0A8G1VXD8_9EURO beta-glucosidase OS=Aspergillus fijiensis CBS 313.89 OX=1448319 GN=BO72DRAFT_413756 PE=3 SV=1
positive,A0A7U9MN82,A0A7U9MN82_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB_1 PE=3 SV=1
negative,A0A319E3E7,A0A319E3E7_ASPSB Probable beta-glucosidase G OS=Aspergillus sclerotiicarbonarius (strain CBS 121057 / IBT 28362) OX=1448318 GN=BO78DRAFT_449228 PE=3 SV=1
positive,A0A7V3ZJW4,A0A7V3ZJW4_DICTH beta-glucosidase OS=Dictyoglomus thermophilum OX=14 GN=ENU78_07545 PE=4 SV=1
negative,A0A4S8WQ79,A0A4S8WQ79_AURPU Putative alpha-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6D23_02661 PE=3 SV=1
positive,A0A644Y3X4,A0A644Y3X4_9ZZZZ Thermostable beta-glucosidase B OS=bioreactor metagenome OX=1076179 GN=bglB_6 PE=3 SV=1
negative,A0A1S1H9I8,A0A1S1H9I8_9SPHN beta-glucosidase OS=Sphingomonas haloaromaticamans OX=653954 GN=bglX_2 PE=4 SV=1
positive,A0A370K0A9,A0A370K0A9_9DEIN Beta-glucosidase OS=Meiothermus sp. QL-1 OX=2058095 GN=DV704_04040 PE=3 SV=1
negative,A0A543F141,A0A543F141_9MICO beta-glucosidase OS=Microbacterium kyungheense OX=1263636 GN=FB391_1529 PE=4 SV=1
positive,A0A087E3K8,A0A087E3K8_9BIFI Beta-glucosidase OS=Bifidobacterium thermacidophilum subsp. thermacidophilum OX=79262 GN=THER5_0530 PE=3 SV=1
negative,A0A969H0M4,A0A969H0M4_9CYAN Beta-glucosidase OS=Leptolyngbyaceae cyanobacterium SL_5_14 OX=2720452 GN=HC878_11705 PE=3 SV=1
positive,D3T6M2,D3T6M2_THEIA beta-glucosidase OS=Thermoanaerobacter italicus (strain DSM 9252 / Ab9) OX=580331 GN=Thit_0319 PE=3 SV=1
negative,A0A9P0ESV1,A0A9P0ESV1_9HYPO beta-glucosidase OS=Clonostachys solani OX=160281 GN=CSOL1703_00008717 PE=3 SV=1
positive,K0IKU8,K0IKU8_THEAU beta-glucosidase OS=Thermoascus aurantiacus OX=5087 PE=2 SV=1
negative,A0A0Q9MKX9,A0A0Q9MKX9_9MICC beta-glucosidase OS=Arthrobacter sp. Soil761 OX=1736400 GN=ASG79_15295 PE=3 SV=1
positive,A0A655APP4,A0A655APP4_MYCTX Thermostable beta-glucosidase B OS=Mycobacterium tuberculosis OX=1773 GN=bglB PE=3 SV=1
negative,Q6CYW8,Q6CYW8_PECAS Beta-glucosidase OS=Pectobacterium atrosepticum (strain SCRI 1043 / ATCC BAA-672) OX=218491 GN=bglH PE=3 SV=1
positive,G4XU74,G4XU74_THEMA Beta-glucosidase OS=Thermotoga maritima (strain ATCC 43589 / DSM 3109 / JCM 10099 / NBRC 100826 / MSB8) OX=243274 PE=3 SV=1
negative,G3XZP0,G3XZP0_ASPNA beta-glucosidase OS=Aspergillus niger (strain ATCC 1015 / CBS 113.46 / FGSC A1144 / LSHB Ac4 / NCTC 3858a / NRRL 328 / USDA 3528.7) OX=380704 GN=ASPNIDRAFT_39613 PE=3 SV=1
positive,A0A564U504,A0A564U504_9FIRM Thermostable beta-glucosidase B OS=Dorea formicigenerans OX=39486 GN=bglB_1 PE=3 SV=1
negative,A0A0D1YM62,A0A0D1YM62_9PEZI beta-glucosidase OS=Verruconis gallopava OX=253628 GN=PV09_06740 PE=3 SV=1
positive,A0A1C5Y934,A0A1C5Y934_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_4 PE=3 SV=1
negative,A0A414B0S5,A0A414B0S5_9FIRM beta-glucosidase OS=Enterocloster bolteae OX=208479 GN=DW839_02845 PE=4 SV=1
positive,A0A1C6FWD9,A0A1C6FWD9_9FIRM Thermostable beta-glucosidase B OS=uncultured Anaerotruncus sp OX=905011 GN=bglB PE=3 SV=1
negative,F8MD12,F8MD12_NEUT8 beta-glucosidase OS=Neurospora tetrasperma (strain FGSC 2508 / ATCC MYA-4615 / P0657) OX=510951 GN=NEUTE1DRAFT_119714 PE=3 SV=1
positive,A0A060C4T5,A0A060C4T5_9THEM beta-glucosidase (Fragment) OS=uncultured Thermotoga sp OX=388610 PE=4 SV=1
negative,A0A4R2HGQ0,A0A4R2HGQ0_9ACTN Beta-glucosidase OS=Kribbella steppae OX=2512223 GN=EV652_106277 PE=3 SV=1
positive,A0A2M9V9N9,A0A2M9V9N9_BACFG Thermostable beta-glucosidase B OS=Bacteroides fragilis OX=817 GN=bglB PE=3 SV=1
negative,A0A9P9WH09,A0A9P9WH09_9PEZI Probable beta-glucosidase G OS=Neoarthrinium moseri OX=1658444 GN=JX265_008820 PE=3 SV=1
positive,A0A1M6BBK2,A0A1M6BBK2_9FIRM beta-glucosidase OS=Thermoclostridium caenicola OX=659425 GN=SAMN05444373_1002138 PE=3 SV=1
negative,A0A7C9EVN9,A0A7C9EVN9_OPUST Beta-glucosidase OS=Opuntia streptacantha OX=393608 PE=3 SV=1
positive,A0AAP9RQ86,A0AAP9RQ86_9BURK Thermostable beta-glucosidase B OS=Burkholderia cenocepacia OX=95486 GN=bglB_1 PE=4 SV=1
negative,A0A3N5CX63,A0A3N5CX63_9SPHN beta-glucosidase OS=Aurantiacibacter spongiae OX=2488860 GN=bglX PE=3 SV=1
positive,A0A2M8Q9Q3,A0A2M8Q9Q3_9CHLR beta-glucosidase (Fragment) OS=Candidatus Thermofonsia Clade 3 bacterium OX=2364212 GN=CUN48_13255 PE=4 SV=1
negative,A0A4Y9PV20,A0A4Y9PV20_9MICO beta-glucosidase OS=Microbacterium sp. dk485 OX=2560021 GN=E4V99_04340 PE=3 SV=1
positive,A0A840PGI7,A0A840PGI7_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_007679 PE=3 SV=1
negative,A0A2I0VDJ4,A0A2I0VDJ4_9ASPA beta-glucosidase OS=Dendrobium catenatum OX=906689 GN=MA16_Dca021520 PE=4 SV=1
positive,A0A3A4A6P1,A0A3A4A6P1_9ACTN beta-glucosidase OS=Bailinhaonella thermotolerans OX=1070861 GN=D5H75_30830 PE=4 SV=1
negative,G2P906,G2P906_STRV4 Beta-galactosidase OS=Streptomyces violaceusniger (strain Tu 4113) OX=653045 GN=Strvi_8137 PE=3 SV=1
positive,F7YVT1,F7YVT1_9THEM Beta-glucosidase OS=Pseudothermotoga thermarum DSM 5069 OX=688269 GN=Theth_1706 PE=3 SV=1
negative,A0A1G9Q0M9,A0A1G9Q0M9_9FLAO Beta-glucosidase OS=Kriegella aquimaris OX=192904 GN=SAMN04488514_104246 PE=3 SV=1
positive,A0A3B0S2L8,A0A3B0S2L8_9ZZZZ beta-glucosidase (Fragment) OS=hydrothermal vent metagenome OX=652676 GN=MNBD_ACTINO02-616 PE=4 SV=1
negative,A0A7S1PX68,A0A7S1PX68_ALECA beta-glucosidase (Fragment) OS=Alexandrium catenella OX=2925 GN=ACAT0790_LOCUS9649 PE=3 SV=1
positive,A0A6N3F4H4,A0A6N3F4H4_MEDGN Thermostable beta-glucosidase B OS=Mediterraneibacter gnavus OX=33038 GN=bglB_9 PE=3 SV=1
negative,E9D3U0,E9D3U0_COCPS Alpha-glucosidase OS=Coccidioides posadasii (strain RMSCC 757 / Silveira) OX=443226 GN=CPSG_04279 PE=3 SV=1
positive,A0LR48,A0LR48_ACIC1 Beta-glucosidase OS=Acidothermus cellulolyticus (strain ATCC 43068 / DSM 8971 / 11B) OX=351607 GN=Acel_0133 PE=3 SV=1
negative,A0A3L7AXL6,A0A3L7AXL6_9ACTN Beta-glucosidase OS=Micromonospora sp. CV4 OX=2478711 GN=EAD98_30190 PE=3 SV=1
positive,A0A1C6DNL1,A0A1C6DNL1_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB PE=3 SV=1
negative,S8AI14,S8AI14_DACHA beta-glucosidase OS=Dactylellina haptotyla (strain CBS 200.50) OX=1284197 GN=H072_5337 PE=3 SV=1
positive,A0A1C5TMF9,A0A1C5TMF9_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_2 PE=3 SV=1
negative,A0A762UZ18,A0A762UZ18_SALER beta-glucosidase OS=Salmonella enterica OX=28901 GN=bglX PE=3 SV=1
positive,A0A160U275,A0A160U275_9ZZZZ beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MGWOODY_Hyp1808 PE=3 SV=1
negative,A0A975Q2G8,A0A975Q2G8_9SPHN beta-glucosidase OS=Sphingobium phenoxybenzoativorans OX=1592790 GN=KFK14_06120 PE=3 SV=1
positive,A0A344UTQ3,A0A344UTQ3_9ACTN Thermostable beta-glucosidase B OS=Acidipropionibacterium virtanenii OX=2057246 GN=bglB PE=3 SV=1
negative,A0A259SD82,A0A259SD82_9MICO beta-glucosidase OS=Microbacterium sp. 13-71-7 OX=1970399 GN=B7X32_11965 PE=4 SV=1
positive,A0A1G7I814,A0A1G7I814_THETY beta-glucosidase OS=Thermoanaerobacter thermohydrosulfuricus OX=1516 GN=SAMN04244560_00227 PE=3 SV=1
negative,A0A357I079,A0A357I079_9BACT beta-glucosidase (Fragment) OS=Opitutia bacterium OX=2026771 GN=DEA90_07200 PE=4 SV=1
positive,A0AAI8PMB2,A0AAI8PMB2_9ACTN Thermostable beta-glucosidase B OS=Streptomyces griseorubiginosus OX=67304 GN=bglB_1 PE=4 SV=1
negative,A0A3R8R632,A0A3R8R632_9FLAO beta-glucosidase OS=Maribacter algicola OX=2498892 GN=DZC72_01765 PE=4 SV=1
positive,A0A1C5R7H5,A0A1C5R7H5_9BACE Thermostable beta-glucosidase B OS=uncultured Bacteroides sp OX=162156 GN=bglB_2 PE=3 SV=1
negative,A0A6L9QL61,A0A6L9QL61_9ACTN Beta-glucosidase OS=Actinomadura bangladeshensis OX=453573 GN=G3I70_26750 PE=3 SV=1
positive,I3VXG7,I3VXG7_THESW beta-glucosidase OS=Thermoanaerobacterium saccharolyticum (strain DSM 8691 / JW/SL-YS485) OX=1094508 GN=Tsac_2208 PE=1 SV=1
negative,A0A7Y6DZ89,A0A7Y6DZ89_9CELL beta-glucosidase OS=Cellulomonas humilata OX=144055 GN=HP550_16540 PE=3 SV=1
positive,A0A9W6GFB3,A0A9W6GFB3_9BACT Beta-glycosidase subunit A OS=Thermodesulfovibrio islandicus OX=53423 GN=TISLANDTSLP1_05340 PE=3 SV=1
negative,A0A2P2GUQ1,A0A2P2GUQ1_9ACTN Beta-glucosidase OS=Streptomyces showdoensis OX=68268 GN=VO63_03615 PE=3 SV=1
positive,A0A7U9RT42,A0A7U9RT42_9FIRM Thermostable beta-glucosidase B OS=Lachnospiraceae bacterium OX=1898203 GN=bglB_2 PE=3 SV=1
negative,A0A2W0AFL2,A0A2W0AFL2_UNCAI beta-glucosidase OS=Acidobacteriota bacterium OX=1978231 GN=DMG69_23680 PE=4 SV=1
positive,A0A2U8EHQ1,A0A2U8EHQ1_9BACI Beta-glucosidase OS=Caldibacillus thermoamylovorans OX=35841 GN=CQJ30_16875 PE=1 SV=1
negative,A0A653X8H3,A0A653X8H3_9ACTN Periplasmic beta-glucosidase OS=Aeromicrobium sp. 9AM OX=2653126 GN=bglX PE=3 SV=1
positive,A0A7Y2CNU3,A0A7Y2CNU3_9BACT beta-glucosidase OS=Rhodothermales bacterium OX=2306054 GN=HKN37_04905 PE=3 SV=1
negative,A0A7S4VWS2,A0A7S4VWS2_9DINO beta-glucosidase (Fragment) OS=Alexandrium monilatum OX=311494 GN=AMON00008_LOCUS55922 PE=3 SV=1
positive,A0A174J750,A0A174J750_9FIRM Thermostable beta-glucosidase B OS=Blautia wexlerae OX=418240 GN=bglB_1 PE=3 SV=1
negative,A0A453D1M9,A0A453D1M9_AEGTS beta-glucosidase OS=Aegilops tauschii subsp. strangulata OX=200361 PE=3 SV=1
positive,A0A1V5UFI1,A0A1V5UFI1_9BACT Thermostable beta-glucosidase B OS=Tenericutes bacterium ADurb.Bin239 OX=1852920 GN=bglB PE=3 SV=1
negative,A0A9P9WW79,A0A9P9WW79_9PEZI beta-glucosidase OS=Neoarthrinium moseri OX=1658444 GN=JX265_002022 PE=3 SV=1
positive,A0A840PLJ1,A0A840PLJ1_9ACTN Beta-glucosidase OS=Thermocatellispora tengchongensis OX=1073253 GN=HNP84_008244 PE=3 SV=1
negative,A0A9Q5CKU2,A0A9Q5CKU2_CLOBE Beta-glucosidase OS=Clostridium beijerinckii OX=1520 GN=DFH30_004905 PE=3 SV=1
positive,A0A1V6J3K1,A0A1V6J3K1_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin013 OX=1852797 GN=bglB_3 PE=3 SV=1
negative,A0A658IKZ3,A0A658IKZ3_SALNE beta-glucosidase OS=Salmonella enterica subsp. enterica serovar Newport str. CFSAN000835 OX=1299174 GN=bglX PE=3 SV=1
positive,A0A060CHZ4,A0A060CHZ4_9THEO beta-glucosidase (Fragment) OS=uncultured Thermoanaerobacter sp OX=242695 PE=4 SV=1
negative,A0A1C4X166,A0A1C4X166_9ACTN Beta-glucosidase OS=Micromonospora coriariae OX=285665 GN=GA0070607_4544 PE=3 SV=1
positive,A0A3S4UCK1,A0A3S4UCK1_9ACTN Thermostable beta-glucosidase B OS=Arachnia propionica OX=1750 GN=bglB PE=3 SV=1
negative,A0A7C9JAZ7,A0A7C9JAZ7_9ACTN Beta-glucosidase OS=Herbidospora solisilvae OX=2696284 GN=GT755_06640 PE=3 SV=1
positive,A0A1H6CEX2,A0A1H6CEX2_9ACTN Beta-glucosidase OS=Thermomonospora echinospora OX=1992 GN=SAMN04489712_109218 PE=3 SV=1
negative,A0AAD5HQC0,A0AAD5HQC0_9HYPO Glycoside hydrolase family 31 OS=Fusarium sp. LHS14.1 OX=2898545 GN=NCS52_00921200 PE=3 SV=1
positive,A0A0F0L3R0,A0A0F0L3R0_9MICO Thermostable beta-glucosidase B OS=Microbacterium foliorum OX=104336 GN=bglB_1 PE=3 SV=1
negative,A0A352M9X8,A0A352M9X8_9BACT beta-glucosidase (Fragment) OS=Bacteroidales bacterium OX=2030927 GN=DCZ51_01455 PE=4 SV=1
positive,A0A1V6H2W5,A0A1V6H2W5_9BACT Beta-glucosidase OS=Thermotogota bacterium ADurb.Bin062 OX=1852923 GN=bglA PE=3 SV=1
negative,A0A839TM59,A0A839TM59_9BACL Beta-glucosidase OS=Paenibacillus rhizosphaerae OX=297318 GN=FHS19_001474 PE=3 SV=1
positive,W0Z818,W0Z818_9MICO Thermostable beta-glucosidase B OS=Microbacterium sp. C448 OX=1177594 GN=bglB PE=3 SV=1
negative,A0A095T9C6,A0A095T9C6_9GAMM beta-glucosidase OS=Tatumella morbirosei OX=642227 GN=HA49_09530 PE=3 SV=1
positive,A0A174CZK6,A0A174CZK6_9FIRM Thermostable beta-glucosidase B OS=Dorea longicatena OX=88431 GN=bglB_2 PE=3 SV=1
negative,A0A2T9Y5X5,A0A2T9Y5X5_9FUNG beta-glucosidase (Fragment) OS=Smittium simulii OX=133385 GN=BB561_006196 PE=3 SV=1
positive,A0A7G9SP32,A0A7G9SP32_9GAMM beta-glucosidase OS=Thermomonas carbonis OX=1463158 GN=H9L16_13200 PE=4 SV=1
negative,A0A6L8MIJ1,A0A6L8MIJ1_9BURK beta-glucosidase OS=Duganella lactea OX=2692173 GN=GTP44_10240 PE=4 SV=1
positive,A0AAN0TZV9,A0AAN0TZV9_YERPE Thermostable beta-glucosidase B OS=Yersinia pestis 1522 OX=1345705 GN=bglB PE=4 SV=1
negative,A0AA92W7Z7,A0AA92W7Z7_9BACT beta-glucosidase OS=Segatella copri OX=165179 GN=DWV60_08350 PE=3 SV=1
positive,D3PLV5,D3PLV5_MEIRD Beta-glucosidase OS=Meiothermus ruber (strain ATCC 35948 / DSM 1279 / VKM B-1258 / 21) OX=504728 GN=Mrub_0288 PE=3 SV=1
negative,A0A524ENM1,A0A524ENM1_9ARCH beta-glucosidase OS=Candidatus Lokiarchaeota archaeon OX=2053489 GN=EU535_03025 PE=3 SV=1
positive,A0A447G8I4,A0A447G8I4_9MYCO Thermostable beta-glucosidase B OS=Mycobacterium basiliense OX=2094119 GN=bglB PE=3 SV=1
negative,A0A737F874,A0A737F874_SALGL beta-glucosidase OS=Salmonella gallinarum OX=594 GN=bglX PE=3 SV=1
positive,A0A1V6FLK2,A0A1V6FLK2_9FIRM Thermostable beta-glucosidase B OS=Firmicutes bacterium ADurb.Bin080 OX=1852880 GN=bglB_2 PE=3 SV=1
negative,A0A835APJ6,A0A835APJ6_9POAL beta-glucosidase OS=Digitaria exilis OX=1010633 GN=HU200_049783 PE=3 SV=1
positive,A0A448VV22,A0A448VV22_9ACTN Thermostable beta-glucosidase B OS=Arachnia propionica OX=1750 GN=bglB PE=3 SV=1
negative,A0A8B4TX03,A0A8B4TX03_9ENTR beta-glucosidase OS=Klebsiella quasivariicola OX=2026240 GN=bglX PE=3 SV=1
positive,A0A660RIY5,A0A660RIY5_9THEM Beta-glucosidase OS=Thermotoga sp OX=28240 GN=DRP50_03230 PE=3 SV=1
negative,A0A238VD86,A0A238VD86_9FLAO beta-glucosidase OS=Lutibacter agarilyticus OX=1109740 GN=SAMN06265371_101148 PE=3 SV=1
positive,A0A060BL76,A0A060BL76_9THEO beta-glucosidase (Fragment) OS=uncultured Thermoanaerobacter sp OX=242695 PE=4 SV=1
negative,A0A3M7CZB6,A0A3M7CZB6_HORWE beta-glucosidase OS=Hortaea werneckii OX=91943 GN=D0865_03098 PE=3 SV=1
positive,A0A328VI70,A0A328VI70_9CHLR Beta-glucosidase OS=Thermogemmatispora tikiterensis OX=1825093 GN=A4R35_07975 PE=3 SV=1
negative,A0A7W7SIB7,A0A7W7SIB7_9ACTN Beta-glucosidase OS=Kitasatospora gansuensis OX=258050 GN=F4556_006541 PE=3 SV=1
positive,A0A6L8CBT5,A0A6L8CBT5_9BACT beta-glucosidase OS=Rhodothermaceae bacterium OX=2026787 GN=F4159_05545 PE=4 SV=1
negative,A0A957JX97,A0A957JX97_9CHLR beta-glucosidase OS=Anaerolineales bacterium OX=2073117 GN=KDE04_05100 PE=3 SV=1
positive,A0A1C5N416,A0A1C5N416_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_1 PE=3 SV=1
negative,A0A3L6N402,A0A3L6N402_FUSOX beta-glucosidase OS=Fusarium oxysporum f. sp. cepae OX=396571 GN=BFJ65_g14060 PE=3 SV=1
positive,A0A1C5Y5G2,A0A1C5Y5G2_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_7 PE=3 SV=1
negative,A0A3P6C0Y0,A0A3P6C0Y0_BRACM Beta-glucosidase OS=Brassica campestris OX=3711 GN=BRAA04T16701Z PE=3 SV=1
positive,A0A1V6C2G2,A0A1V6C2G2_9BACT Thermostable beta-glucosidase B OS=Bacteroidetes bacterium ADurb.Bin139 OX=1852805 GN=bglB_1 PE=3 SV=1
negative,A0A8H7F4Y0,A0A8H7F4Y0_AGABI beta-glucosidase OS=Agaricus bisporus var. burnettii OX=192524 GN=Agabi119p4_3525 PE=3 SV=1
positive,A0A160VFN6,A0A160VFN6_9ZZZZ beta-glucosidase OS=hydrothermal vent metagenome OX=652676 GN=MGWOODY_Mmi2608 PE=3 SV=1
negative,A0AAE4JGF1,A0AAE4JGF1_9PSEU beta-glucosidase OS=Amycolatopsis sp. 505 OX=2761538 GN=bglX PE=4 SV=1
positive,A0A6N3G7P8,A0A6N3G7P8_9FIRM Thermostable beta-glucosidase B OS=Roseburia intestinalis OX=166486 GN=bglB_3 PE=3 SV=1
negative,A0A3N1KL50,A0A3N1KL50_9MICO beta-glucosidase OS=Frigoribacterium sp. PhB107 OX=2485172 GN=EDF18_1382 PE=3 SV=1
positive,A0A174F1R6,A0A174F1R6_9FIRM Thermostable beta-glucosidase B OS=Roseburia inulinivorans OX=360807 GN=bglB_6 PE=3 SV=1
negative,A0A4S9X4W8,A0A4S9X4W8_AURPU beta-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6C85_04427 PE=3 SV=1
positive,A0A1C6AXK3,A0A1C6AXK3_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_1 PE=3 SV=1
negative,A0A433E7J2,A0A433E7J2_9ACTN Beta-glucosidase OS=Streptomyces sp. NP10 OX=1141731 GN=bglA1 PE=3 SV=1
positive,A0A397HEK4,A0A397HEK4_ASPTH beta-glucosidase OS=Aspergillus thermomutatus OX=41047 GN=CDV56_105904 PE=3 SV=1
negative,A0A6I4MT16,A0A6I4MT16_9ACTN beta-glucosidase OS=Actinomadura physcomitrii OX=2650748 GN=F8568_043670 PE=3 SV=1
positive,A9UFC6,A9UFC6_THEAU beta-glucosidase OS=Thermoascus aurantiacus var. levisporus OX=306553 GN=bgl1 PE=2 SV=1
negative,A0A174EPF1,A0A174EPF1_9FIRM Beta-glucosidase OS=Roseburia inulinivorans OX=360807 GN=bglA_2 PE=3 SV=1
positive,A0A1E3AR61,A0A1E3AR61_9FIRM Thermostable beta-glucosidase B OS=Eisenbergiella tayi OX=1432052 GN=bglB_6 PE=3 SV=1
negative,A0A8H5ZK05,A0A8H5ZK05_COCSA beta-glucosidase OS=Cochliobolus sativus OX=45130 GN=GGP41_010290 PE=3 SV=1
positive,A0A397HQ12,A0A397HQ12_ASPTH Probable beta-glucosidase H OS=Aspergillus thermomutatus OX=41047 GN=CDV56_103924 PE=3 SV=1
negative,A0A194V048,A0A194V048_9PEZI beta-glucosidase OS=Valsa mali var. pyri OX=694573 GN=VP1G_04622 PE=3 SV=1
positive,A0A328VAD7,A0A328VAD7_9CHLR beta-glucosidase OS=Thermogemmatispora tikiterensis OX=1825093 GN=A4R35_03460 PE=4 SV=1
negative,A0A1S9DG44,A0A1S9DG44_ASPOZ beta-glucosidase OS=Aspergillus oryzae OX=5062 GN=OAory_01045090 PE=3 SV=1
positive,R4G036,R4G036_9BACI Beta-glucosidase OS=Anoxybacillus flavithermus NBRC 109594 OX=1315967 GN=KN10_0750 PE=3 SV=1
negative,A0A7L7KPF0,A0A7L7KPF0_9BACT beta-glucosidase OS=Candidatus Xianfuyuplasma coldseepsis OX=2782163 GN=G4Z02_01260 PE=4 SV=1
positive,A0A174GX01,A0A174GX01_9FIRM Thermostable beta-glucosidase B OS=Blautia obeum OX=40520 GN=bglB_3 PE=3 SV=1
negative,A0A3R6YKB1,A0A3R6YKB1_APHAT beta-glucosidase (Fragment) OS=Aphanomyces astaci OX=112090 GN=DYB37_013252 PE=3 SV=1
positive,D1A1R2,D1A1R2_THECD Beta-glucosidase OS=Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9) OX=471852 GN=Tcur_2184 PE=3 SV=1
negative,A0A0N0V726,A0A0N0V726_FUSLA beta-glucosidase OS=Fusarium langsethiae OX=179993 GN=FLAG1_05033 PE=3 SV=1
positive,A0A1C5RUC6,A0A1C5RUC6_9CLOT Thermostable beta-glucosidase B OS=uncultured Clostridium sp OX=59620 GN=bglB_1 PE=3 SV=1
negative,A0A4S9BC55,A0A4S9BC55_AURPU beta-glucosidase OS=Aureobasidium pullulans OX=5580 GN=D6D15_04455 PE=3 SV=1
positive,A0A1C6A4I2,A0A1C6A4I2_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_3 PE=3 SV=1
negative,A0A938W1H2,A0A938W1H2_UNCCH beta-glucosidase OS=Chloroflexota bacterium OX=2026724 GN=FJ011_14270 PE=3 SV=1
positive,A0A174BZQ4,A0A174BZQ4_9FIRM Thermostable beta-glucosidase B OS=Roseburia inulinivorans OX=360807 GN=bglB_3 PE=3 SV=1
negative,Q1NI00,Q1NI00_SPHSS beta-glucosidase OS=Sphingomonas sp. (strain SKA58) OX=314266 GN=SKA58_00590 PE=4 SV=1
positive,A0A564W4W8,A0A564W4W8_9FIRM Thermostable beta-glucosidase B OS=Blautia luti OX=89014 GN=bglB_1 PE=3 SV=1
negative,A0A364Y3F1,A0A364Y3F1_9BACT beta-glucosidase OS=Pseudochryseolinea flava OX=2059302 GN=DQQ10_13890 PE=3 SV=1
positive,A0A1G7GYH7,A0A1G7GYH7_9DEIN Beta-glucosidase OS=Thermus arciformis OX=482827 GN=SAMN04488243_11647 PE=3 SV=1
negative,A0A9Y2JT42,A0A9Y2JT42_9PSEU Family 1 glycosylhydrolase OS=Amycolatopsis mongoliensis OX=715475 GN=QRX60_04775 PE=3 SV=1
positive,A0A448L7L0,A0A448L7L0_9BACT Thermostable beta-glucosidase B OS=Segatella oris OX=28135 GN=bglB_3 PE=3 SV=1
negative,A0A1H0IV20,A0A1H0IV20_9PSEU Beta-glucosidase OS=Lentzea jiangxiensis OX=641025 GN=SAMN05421507_102256 PE=3 SV=1
positive,A0A1C5PR59,A0A1C5PR59_9FIRM Thermostable beta-glucosidase B OS=uncultured Ruminococcus sp OX=165186 GN=bglB_1 PE=3 SV=1
